ID,Traditional,Source,Start,End,Transcribed,OK
B2L11-1-02,校園,B2-11-1-2.mp3,8.61,10.53,校園,1
B2L11-1-03,擺,B2-11-1-2.mp3,13.77,14.94,Bye,4
B2L11-1-04,攤子,B2-11-1-2.mp3,28.04,29.56,攤子,2
B2L11-1-05,社員,B2-11-1-2.mp3,32.55,34.12,社員,1
B2L11-1-06,遍,B2-11-1-2.mp3,36.79,37.69,遍,1
B2L11-1-07,選擇,B2-11-1-2.mp3,47.27,48.86,選擇,1
B2L11-1-08,立刻,B2-11-1-2.mp3,59.96,61.35,立刻,1
B2L11-1-09,鋼琴,B2-11-1-2.mp3,71.88,73.42,鋼琴,1
B2L11-1-10,功夫,B2-11-1-2.mp3,76.33,77.61,功夫,1
B2L11-1-11,感興趣,B2-11-1-2.mp3,80.88,82.5,感興趣,1
B2L11-1-12,藝術,B2-11-1-2.mp3,92.83,94.08,藝術,1
B2L11-1-13,嘛,B2-11-1-2.mp3,102.77,103.71,嘛,1
B2L11-1-14,厲害,B2-11-1-2.mp3,106.91,108.24,厲害,1
B2L11-1-15,保護,B2-11-1-2.mp3,119.54,120.87,保護,1
B2L11-1-16,勇敢,B2-11-1-2.mp3,123.98,125.77,勇敢,1
B2L11-1-17,吉他,B2-11-1-2.mp3,134.56,135.98,吉他,1
B2L11-1-18,愛心,B2-11-1-2.mp3,139.2,140.66,愛心,1
B2L11-1-19,服務,B2-11-1-2.mp3,143.96,145.46,服務,1
B2L11-1-20,技巧,B2-11-1-2.mp3,148.54,150.21,技巧,1
B2L11-1-21,複習,B2-11-1-2.mp3,153.42,154.94,複習,1
B2L11-1-22,同,B2-11-1-2.mp3,165.27,166.54,同,1
B2L11-1-23,地球,B2-11-1-2.mp3,175.91,177.47,地球,1
B2L11-1-24,互相,B2-11-1-2.mp3,180.32,181.84,互相,1
B2L11-1-25,戀愛,B2-11-1-2.mp3,191.8,193.14,戀愛,1
B2L11-1-26,中華文化,B2-11-1-2.mp3,205.31,207.16,中華文化,1
B2L11-1-27,看出來,B2-11-1-2.mp3,212.73,214.33,看出來,1
B2L11-1-28,談戀愛,B2-11-1-2.mp3,217.03,218.77,談戀愛,1
B2L11-2-01,安排,B2-11-2-2.mp3,4.29,5.81,安排,1
B2L11-2-02,安養院,B2-11-2-2.mp3,8.89,10.81,安養院,1
B2L11-2-03,刷,B2-11-2-2.mp3,14.1,15.46,刷,2
B2L11-2-04,馬桶,B2-11-2-2.mp3,18.25,20.08,馬桶,1
B2L11-2-05,育幼院,B2-11-2-2.mp3,23.09,24.63,育幼院,1
B2L11-2-06,照顧,B2-11-2-2.mp3,27.23,28.65,照顧,1
B2L11-2-07,刷牙,B2-11-2-2.mp3,37.63,39.17,刷牙,1
B2L11-2-08,美術,B2-11-2-2.mp3,47.5,49.08,美術,2
B2L11-2-09,外邊,B2-11-2-2.mp3,52.2,53.57,外邊,1
B2L11-2-10,檢查,B2-11-2-2.mp3,56.77,58.6,檢查,2
B2L11-2-11,處理,B2-11-2-2.mp3,69.84,71.42,處理,1
B2L11-2-12,掛號,B2-11-2-2.mp3,80.48,81.92,掛號,2
B2L11-2-13,住院,B2-11-2-2.mp3,96.65,98.04,住院,2
B2L11-2-14,出院,B2-11-2-2.mp3,101.42,102.96,出院,2
B2L11-2-15,等,B2-11-2-2.mp3,106.15,107.3,等,1
B2L11-2-16,病房,B2-11-2-2.mp3,125.61,127.19,病房,1
B2L11-2-17,關心,B2-11-2-2.mp3,130.38,131.85,關心,2
B2L11-2-18,收穫,B2-11-2-2.mp3,140.65,142.23,收穫,1
B2L11-2-19,極,B2-11-2-2.mp3,145.46,146.65,,4
B2L11-2-20,重視,B2-11-2-2.mp3,156.67,158.04,重視,3
B2L11-2-21,美好,B2-11-2-2.mp3,170.4,171.92,美好,3
B2L11-2-22,未來,B2-11-2-2.mp3,174.62,176.1,未來,3
B2L11-2-23,成長,B2-11-2-2.mp3,185.27,187.02,成長,3
B2L11-2-24,中,B2-11-2-2.mp3,202.21,203.5,中,3
B2L11-2-25,寶貴,B2-11-2-2.mp3,206.77,208.17,寶貴,3
B2L11-2-26,意義,B2-11-2-2.mp3,218.67,219.96,意義,3
B2L12-1-01,職員,B2-12-1-2.mp3,3.85,5.56,職員,1
B2L12-1-02,職業,B2-12-1-2.mp3,,,,0
B2L12-1-03,研究所,B2-12-1-2.mp3,17.94,19.94,研究所,1
B2L12-1-04,研究,B2-12-1-2.mp3,23.31,24.88,研究,1
B2L12-1-05,課程,B2-12-1-2.mp3,35.57,37.07,課程,1
B2L12-1-06,通知,B2-12-1-2.mp3,47.43,48.91,通知,1
B2L12-1-07,廣告,B2-12-1-2.mp3,59.88,61.38,廣告,2
B2L12-1-08,設計,B2-12-1-2.mp3,72.24,73.64,設計,1
B2L12-1-09,想法,B2-12-1-2.mp3,84.59,86.38,想法,1
B2L12-1-10,聽力,B2-12-1-2.mp3,99.99,101.38,聽力,1
B2L12-1-11,會話,B2-12-1-2.mp3,104.74,106.07,會話,1
B2L12-1-12,所,B2-12-1-2.mp3,118.42,119.82,所,1
B2L12-1-13,外語,B2-12-1-2.mp3,131.36,133.03,外語,1
B2L12-1-14,學院,B2-12-1-2.mp3,136.36,137.97,學院,1
B2L12-1-15,哲學,B2-12-1-2.mp3,152.23,153.94,哲學,1
B2L12-1-16,專業,B2-12-1-2.mp3,157.19,158.61,專業,1
B2L12-1-17,困難,B2-12-1-2.mp3,162.11,163.71,困難,1
B2L12-1-18,起,B2-12-1-2.mp3,187.23,188.65,起,2
B2L12-1-19,助理,B2-12-1-2.mp3,197.55,199.03,助理,1
B2L12-1-20,向,B2-12-1-2.mp3,202.82,203.9,向,1
B2L12-1-21,貿易,B2-12-1-2.mp3,214.86,216.17,貿易,1
B2L12-1-22,保險,B2-12-1-2.mp3,227.33,229.15,保險,2
B2L12-1-23,經理,B2-12-1-2.mp3,232.06,233.59,經理,1
B2L12-1-24,管理,B2-12-1-2.mp3,236.62,238.35,管理,2
B2L12-1-25,員工,B2-12-1-2.mp3,241.79,243.31,員工,1
B2L12-1-26,開會,B2-12-1-2.mp3,254.13,255.75,開會,1
B2L12-1-27,會,B2-12-1-2.mp3,262.9,263.83,會,1
B2L12-1-28,加班,B2-12-1-2.mp3,266.67,268.23,加班,1
B2L12-1-29,研究,B2-12-1-2.mp3,278.0,279.4,研究,1
B2L12-1-30,難怪,B2-12-1-2.mp3,292.6,294.17,難怪,2
B2L12-1-31,退休,B2-12-1-2.mp3,303.67,305.27,退休,2
B2L12-1-32,說真的,B2-12-1-2.mp3,318.38,320.0,說真的,3
B2L12-1-33,再說,B2-12-1-2.mp3,322.75,324.35,再說,3
B2L12-2-01,教書,B2-12-2-2.mp3,4.35,5.87,教書,1
B2L12-2-02,鄉下,B2-12-2-2.mp3,16.07,17.77,鄉下,1
B2L12-2-03,種,B2-12-2-2.mp3,21.05,22.01,種,1
B2L12-2-04,剪,B2-12-2-2.mp3,25.23,26.56,剪,1
B2L12-2-05,都市,B2-12-2-2.mp3,36.51,37.84,都市,1
B2L12-2-06,襯衫,B2-12-2-2.mp3,40.75,42.37,襯衫,1
B2L12-2-07,打工,B2-12-2-2.mp3,52.21,53.73,打工,1
B2L12-2-08,植物,B2-12-2-2.mp3,63.17,64.92,植物,2
B2L12-2-09,個,B2-12-2-2.mp3,67.69,68.5,個,1
B2L12-2-10,正式,B2-12-2-2.mp3,78.79,80.21,正式,1
B2L12-2-11,存,B2-12-2-2.mp3,90.15,91.57,存,1
B2L12-2-12,學費,B2-12-2-2.mp3,101.19,102.77,學費,1
B2L12-2-13,做事,B2-12-2-2.mp3,105.99,107.34,做事,1
B2L12-2-14,成熟,B2-12-2-2.mp3,123.73,125.5,成熟,1
B2L12-2-15,強,B2-12-2-2.mp3,145.6,147.04,強,1
B2L12-2-16,加強,B2-12-2-2.mp3,156.96,158.64,加強,1
B2L12-2-17,服務生/服務員,B2-12-2-2.mp3,167.86,169.65,服務生,1
B2L12-2-18,夜裡,B2-12-2-2.mp3,175.92,177.57,夜裡,1
B2L12-2-19,樂觀,B2-12-2-2.mp3,187.26,188.7,樂觀,1
B2L12-2-20,相信,B2-12-2-2.mp3,200.08,201.67,相信,1
B2L12-2-21,通知,B2-12-2-2.mp3,211.36,212.9,通知,1
B2L12-2-22,敬,B2-12-2-2.mp3,222.4,223.4,敬,1
B2L12-2-23,自我推薦,B2-12-2-2.mp3,228.78,230.8,自我推薦,1
B2L12-2-24,敬上,B2-12-2-2.mp3,233.81,235.33,敬上,1
B2L13-1-01,筆電（筆記型電腦）,B2-13-1-2.mp3,4.68,6.01,筆電,1
B2L13-1-02,產品,B2-13-1-2.mp3,12.02,13.81,產品,1
B2L13-1-03,平板（平板電腦）,B2-13-1-2.mp3,16.72,18.28,平板,1
B2L13-1-04,差別,B2-13-1-2.mp3,24.32,26.05,差別,1
B2L13-1-05,說明,B2-13-1-2.mp3,29.04,30.56,說明,1
B2L13-1-06,功能,B2-13-1-2.mp3,33.44,35.07,功能,1
B2L13-1-07,輕,B2-13-1-2.mp3,45.08,46.29,輕,1
B2L13-1-08,出差,B2-13-1-2.mp3,54.2,55.97,出差,1
B2L13-1-09,不如,B2-13-1-2.mp3,65.86,67.19,不如,1
B2L13-1-10,大多數,B2-13-1-2.mp3,81.68,83.34,大多數,1
B2L13-1-11,背包,B2-13-1-2.mp3,86.7,88.22,背包,1
B2L13-1-12,不管,B2-13-1-2.mp3,91.6,96.73,不管,2
B2L13-1-13,跟,B2-13-1-2.mp3,104.62,105.7,跟,1
B2L13-1-14,好用,B2-13-1-2.mp3,113.42,114.81,好用,1
B2L13-1-15,新聞,B2-13-1-2.mp3,122.75,124.46,新聞,1
B2L13-1-16,抱怨,B2-13-1-2.mp3,127.83,129.18,抱怨,1
B2L13-1-17,電池,B2-13-1-2.mp3,132.47,134.09,電池,1
B2L13-1-18,正常,B2-13-1-2.mp3,145.45,147.07,正常,1
B2L13-1-19,保證,B2-13-1-2.mp3,157.55,158.9,保證,1
B2L13-1-20,修理,B2-13-1-2.mp3,169.0,170.65,修理,1
B2L13-1-21,恐怕,B2-13-1-2.mp3,181.06,182.44,恐怕,1
B2L13-1-22,改天,B2-13-1-2.mp3,185.56,187.04,改天,1
B2L13-1-23,傳真機,B2-13-1-2.mp3,197.82,199.55,傳真機,1
B2L13-1-24,傳真,B2-13-1-2.mp3,200.46,202.19,傳真,1
B2L13-1-25,打折,B2-13-1-2.mp3,211.39,213.08,打折,1
B2L13-1-26,超過,B2-13-1-2.mp3,216.36,217.73,超過,1
B2L13-1-27,把握,B2-13-1-2.mp3,221.1,222.47,把握,1
B2L13-1-28,大約,B2-13-1-2.mp3,234.59,235.99,大約,1
B2L13-1-29,能夠,B2-13-1-2.mp3,239.23,240.65,能夠,1
B2L13-1-30,真,B2-13-1-2.mp3,251.55,252.76,真,1
B2L13-1-31,皮,B2-13-1-2.mp3,261.67,263.03,皮,1
B2L13-1-32,上班族,B2-13-1-2.mp3,268.29,270.08,上班族,1
B2L13-1-33,保證書,B2-13-1-2.mp3,273.01,274.93,保證書,1
B2L13-2-01,打聽,B2-13-2-2.mp3,4.31,5.73,打聽,1
B2L13-2-02,有道理,B2-13-2-2.mp3,14.31,16.0,有道理,1
B2L13-2-03,道理,B2-13-2-2.mp3,27.43,28.97,道理,1
B2L13-2-04,前,B2-13-2-2.mp3,38.27,39.73,前,1
B2L13-2-05,後,B2-13-2-2.mp3,40.59,41.76,後,1
B2L13-2-06,認為,B2-13-2-2.mp3,53.75,55.37,認為,1
B2L13-2-07,比,B2-13-2-2.mp3,58.41,59.57,比,1
B2L13-2-08,價格,B2-13-2-2.mp3,69.11,70.77,價格,1
B2L13-2-09,窮,B2-13-2-2.mp3,79.53,81.01,窮,1
B2L13-2-10,不見（了）,B2-13-2-2.mp3,92.19,93.54,不見,1
B2L13-2-11,愛惜,B2-13-2-2.mp3,98.83,100.31,愛惜,1
B2L13-2-12,零用錢,B2-13-2-2.mp3,110.23,112.13,零用錢,1
B2L13-2-13,逼,B2-13-2-2.mp3,121.38,122.45,逼,1
B2L13-2-14,省,B2-13-2-2.mp3,131.94,133.3,省,1
B2L13-2-15,答應,B2-13-2-2.mp3,143.7,145.08,答應,1
B2L13-2-16,差（一）點,B2-13-2-2.mp3,157.28,159.07,差一點,1
B2L13-2-17,糊塗,B2-13-2-2.mp3,164.18,165.64,糊塗,1
B2L13-2-18,白,B2-13-2-2.mp3,176.76,177.99,白,1
B2L13-2-19,麻煩,B2-13-2-2.mp3,181.14,182.64,麻煩,1
B2L13-2-20,科技,B2-13-2-2.mp3,193.34,194.86,科技,1
B2L13-2-21,發現,B2-13-2-2.mp3,205.18,206.62,發現,1
B2L13-2-22,解決,B2-13-2-2.mp3,216.86,218.45,解決,1
B2L13-2-23,光華商場,B2-13-2-2.mp3,230.16,232.23,光華商場,1
B2L13-2-24,3C產品,B2-13-2-2.mp3,235.04,237.41,3C產品,1
B2L14-1-01,春節,B2-14-1-2.mp3,4.35,5.85,春節,1
B2L14-1-02,要求,B2-14-1-2.mp3,16.51,18.05,要求,1
B2L14-1-03,修改,B2-14-1-2.mp3,29.02,30.56,修改,1
B2L14-1-04,完成,B2-14-1-2.mp3,40.16,41.7,完成,1
B2L14-1-05,寒假,B2-14-1-2.mp3,51.24,52.65,寒假,1
B2L14-1-06,過年,B2-14-1-2.mp3,55.32,56.96,過年,1
B2L14-1-07,除夕,B2-14-1-2.mp3,79.51,81.09,除夕,1
B2L14-1-08,接著,B2-14-1-2.mp3,84.16,85.37,接著,1
B2L14-1-09,爺爺,B2-14-1-2.mp3,95.9,97.44,爺爺,2
B2L14-1-10,奶奶,B2-14-1-2.mp3,100.42,101.81,奶奶,2
B2L14-1-11,拜拜,B2-14-1-2.mp3,104.6,106.12,拜拜,2
B2L14-1-12,拜年,B2-14-1-2.mp3,106.69,108.42,拜年,2
B2L14-1-13,拜,B2-14-1-2.mp3,109.04,110.0,拜,3
B2L14-1-14,祖先,B2-14-1-2.mp3,119.19,120.75,祖先,2
B2L14-1-15,聚,B2-14-1-2.mp3,129.84,130.97,聚,1
B2L14-1-16,煮,B2-14-1-2.mp3,148.73,150.17,煮,2
B2L14-1-17,水餃,B2-14-1-2.mp3,153.35,155.31,水餃,2
B2L14-1-18,炒,B2-14-1-2.mp3,163.75,165.1,炒,2
B2L14-1-19,米粉,B2-14-1-2.mp3,168.23,169.9,米粉,3
B2L14-1-20,煎,B2-14-1-2.mp3,178.48,179.71,煎,3
B2L14-1-21,蘿蔔,B2-14-1-2.mp3,183.06,184.46,蘿蔔,3
B2L14-1-22,等等,B2-14-1-2.mp3,194.75,196.31,等等,2
B2L14-1-23,發財,B2-14-1-2.mp3,206.41,207.91,發財,1
B2L14-1-24,橘子,B2-14-1-2.mp3,217.87,219.1,橘子,1
B2L14-1-25,更加,B2-14-1-2.mp3,227.59,228.99,更加,1
B2L14-1-26,響,B2-14-1-2.mp3,239.09,240.57,響,1
B2L14-1-27,舅舅,B2-14-1-2.mp3,251.15,252.33,舅舅,3
B2L14-1-28,舅媽,B2-14-1-2.mp3,255.78,257.19,舅媽,1
B2L14-1-29,親切,B2-14-1-2.mp3,268.65,270.13,親切,1
B2L14-1-30,相當,B2-14-1-2.mp3,280.94,282.62,相當,1
B2L14-1-31,溫暖,B2-14-1-2.mp3,285.83,287.5,溫暖,1
B2L14-1-32,感謝,B2-14-1-2.mp3,300.81,302.18,感謝,1
B2L14-1-33,年夜飯,B2-14-1-2.mp3,314.07,315.53,年夜飯,1
B2L14-1-34,年糕,B2-14-1-2.mp3,318.3,319.97,年糕,1
B2L14-1-35,發糕,B2-14-1-2.mp3,323.02,324.75,發糕,2
B2L14-1-36,蘿蔔糕,B2-14-1-2.mp3,327.57,329.53,蘿蔔糕,1
B2L14-1-37,年年有餘,B2-14-1-2.mp3,335.03,337.13,年年有餘,1
B2L14-1-38,年年高升,B2-14-1-2.mp3,340.06,342.77,年年高升,2
B2L14-1-39,平平安安,B2-14-1-2.mp3,345.42,347.69,平平安安,2
B2L14-1-40,大吉大利,B2-14-1-2.mp3,350.65,352.78,大吉大利,2
B2L14-2-01,從前,B2-14-2-2.mp3,4.29,5.98,從前,1
B2L14-2-02,怪獸,B2-14-2-2.mp3,15.79,17.21,怪獸,1
B2L14-2-03,當,B2-14-2-2.mp3,27.15,28.3,當,1
B2L14-2-04,鴨（子）,B2-14-2-2.mp3,36.77,38.05,鴨,1
B2L14-2-05,過日子,B2-14-2-2.mp3,51.65,53.11,過日子,1
B2L14-2-06,老太太,B2-14-2-2.mp3,62.5,64.42,老太太,2
B2L14-2-07,離開,B2-14-2-2.mp3,74.93,76.37,離開,1
B2L14-2-08,讓,B2-14-2-2.mp3,87.04,87.99,讓,1
B2L14-2-09,無所謂,B2-14-2-2.mp3,98.0,99.62,無所謂,1
B2L14-2-10,米,B2-14-2-2.mp3,108.77,110.04,米,1
B2L14-2-11,口,B2-14-2-2.mp3,117.71,119.02,口,1
B2L14-2-12,出現,B2-14-2-2.mp3,134.48,135.94,出現,1
B2L14-2-13,分,B2-14-2-2.mp3,145.58,146.94,分,1
B2L14-2-14,可憐,B2-14-2-2.mp3,157.66,159.26,可憐,1
B2L14-2-15,竹子,B2-14-2-2.mp3,168.46,169.81,竹子,1
B2L14-2-16,節,B2-14-2-2.mp3,170.88,172.17,節,1
B2L14-2-17,燒,B2-14-2-2.mp3,193.3,194.67,燒,1
B2L14-2-18,火,B2-14-2-2.mp3,204.27,205.44,火,1
B2L14-2-19,聽見,B2-14-2-2.mp3,214.31,215.83,聽見,1
B2L14-2-20,嚇,B2-14-2-2.mp3,225.41,226.48,嚇,1
B2L14-2-21,亮,B2-14-2-2.mp3,235.47,236.5,亮,1
B2L14-2-22,要不是,B2-14-2-2.mp3,245.44,246.89,要不是,1
B2L14-2-23,放,B2-14-2-2.mp3,254.91,255.89,放,1
B2L14-2-24,鞭炮,B2-14-2-2.mp3,258.49,260.08,鞭炮,1
B2L14-2-25,春聯,B2-14-2-2.mp3,280.27,281.94,春聯,1
B2L15-1-01,可,B2-15-1-2.mp3,4.33,5.66,可,1
B2L15-1-02,遇到,B2-15-1-2.mp3,14.51,15.81,遇到,1
B2L15-1-03,船/船兒,B2-15-1-2.mp3,26.43,27.73,船,1
B2L15-1-04,橋,B2-15-1-2.mp3,37.59,38.93,橋,1
B2L15-1-05,吵架,B2-15-1-2.mp3,46.97,48.37,吵架,1
B2L15-1-06,吵,B2-15-1-2.mp3,57.79,59.17,吵,1
B2L15-1-07,推,B2-15-1-2.mp3,62.21,63.38,推,1
B2L15-1-08,激動,B2-15-1-2.mp3,72.93,74.29,激動,1
B2L15-1-09,打架,B2-15-1-2.mp3,84.35,85.71,打架,1
B2L15-1-10,小朋友,B2-15-1-2.mp3,88.72,90.81,小朋友,1
B2L15-1-11,指,B2-15-1-2.mp3,100.2,101.35,指,1
B2L15-1-12,禮貌,B2-15-1-2.mp3,110.08,111.52,禮貌,1
B2L15-1-13,有禮貌,B2-15-1-2.mp3,119.9,121.57,有禮貌,1
B2L15-1-14,東方,B2-15-1-2.mp3,131.6,133.14,東方,1
B2L15-1-15,西方,B2-15-1-2.mp3,134.16,135.95,西方,1
B2L15-1-16,南方,B2-15-1-2.mp3,151.88,153.38,南方,1
B2L15-1-17,北方,B2-15-1-2.mp3,154.28,155.82,北方,1
B2L15-1-18,溫度,B2-15-1-2.mp3,166.78,168.3,溫度,1
B2L15-1-19,度,B2-15-1-2.mp3,168.98,169.94,度,1
B2L15-1-20,感覺,B2-15-1-2.mp3,180.36,181.9,感覺,1
B2L15-1-21,涼快,B2-15-1-2.mp3,193.56,195.04,涼快,1
B2L15-1-22,回答,B2-15-1-2.mp3,205.51,207.05,回答,1
B2L15-1-23,永遠,B2-15-1-2.mp3,216.33,218.08,永遠,1
B2L15-1-24,例子,B2-15-1-2.mp3,229.1,230.35,例子,1
B2L15-1-25,教育,B2-15-1-2.mp3,240.46,241.92,教育,1
B2L15-1-26,希望,B2-15-1-2.mp3,252.78,254.26,希望,1
B2L15-1-27,孔子,B2-15-1-2.mp3,266.26,267.85,孔子,1
B2L15-1-28,教師節,B2-15-1-2.mp3,270.68,272.95,教師節,1
B2L15-1-29,子路,B2-15-1-2.mp3,276.2,277.58,子路,1
B2L15-1-30,孔廟,B2-15-1-2.mp3,280.52,282.15,孔廟,1
B2L15-2-01,必須,B2-15-2-2.mp3,4.37,5.89,必須,1
B2L15-2-02,偉大,B2-15-2-2.mp3,15.63,17.11,偉大,1
B2L15-2-03,教師,B2-15-2-2.mp3,20.23,21.86,教師,1
B2L15-2-04,紀念,B2-15-2-2.mp3,24.73,26.23,紀念,1
B2L15-2-05,節日,B2-15-2-2.mp3,35.6,37.0,節日,1
B2L15-2-06,曾經,B2-15-2-2.mp3,45.82,47.69,曾經,1
B2L15-2-07,曾,B2-15-2-2.mp3,57.44,58.75,曾,1
B2L15-2-08,和,B2-15-2-2.mp3,70.82,72.11,和,1
B2L15-2-09,政治,B2-15-2-2.mp3,81.34,82.74,政治,1
B2L15-2-10,理想,B2-15-2-2.mp3,90.32,91.93,理想,1
B2L15-2-11,輩子,B2-15-2-2.mp3,102.16,103.34,輩子,1
B2L15-2-12,君王,B2-15-2-2.mp3,120.94,122.65,君王,2
B2L15-2-13,接受,B2-15-2-2.mp3,126.08,127.35,接受,1
B2L15-2-14,等待,B2-15-2-2.mp3,137.28,138.63,等待,1
B2L15-2-15,任何,B2-15-2-2.mp3,154.15,155.65,任何,1
B2L15-2-16,信,B2-15-2-2.mp3,165.48,166.69,信,1
B2L15-2-17,明白,B2-15-2-2.mp3,178.0,179.52,明白,2
B2L15-2-18,不得不,B2-15-2-2.mp3,190.39,191.68,不得不,1
B2L15-2-19,古代,B2-15-2-2.mp3,202.39,203.79,古代,1
B2L15-2-20,思想,B2-15-2-2.mp3,207.22,208.99,思想,1
B2L15-2-21,保守,B2-15-2-2.mp3,212.07,213.82,保守,1
B2L15-2-22,背景,B2-15-2-2.mp3,221.6,223.58,背景,2
B2L15-2-23,笨,B2-15-2-2.mp3,234.86,235.74,笨,1
B2L15-2-24,表現,B2-15-2-2.mp3,243.15,244.77,表現,3
B2L15-2-25,程度,B2-15-2-2.mp3,262.04,263.62,程度,3
B2L15-2-26,做人,B2-15-2-2.mp3,274.73,276.62,做人,2
B2L15-2-27,影響,B2-15-2-2.mp3,287.67,289.69,影響,2
B2L15-2-28,做人做事,B2-15-2-2.mp3,302.0,304.0,做人做事,1
B2L16-1-01,舉辦,B2-16-1-2.mp3,4.31,5.71,舉辦,1
B2L16-1-02,舉,B2-16-1-2.mp3,13.85,15.1,舉,1
B2L16-1-03,內容,B2-16-1-2.mp3,24.27,25.85,內容,1
B2L16-1-04,或,B2-16-1-2.mp3,36.77,37.67,或,1
B2L16-1-05,表演,B2-16-1-2.mp3,46.69,48.44,表演,1
B2L16-1-06,民族,B2-16-1-2.mp3,56.43,58.04,民族,1
B2L16-1-07,傳統,B2-16-1-2.mp3,66.06,67.85,傳統,1
B2L16-1-08,玩具,B2-16-1-2.mp3,78.54,80.09,玩具,1
B2L16-1-09,仔細,B2-16-1-2.mp3,82.92,84.33,仔細,1
B2L16-1-10,怪,B2-16-1-2.mp3,93.98,94.98,怪,1
B2L16-1-11,嚐,B2-16-1-2.mp3,107.1,108.46,嚐,3
B2L16-1-12,個人,B2-16-1-2.mp3,116.35,117.79,個人,1
B2L16-1-13,口味,B2-16-1-2.mp3,120.85,122.23,口味,1
B2L16-1-14,吹,B2-16-1-2.mp3,132.45,133.76,吹,1
B2L16-1-15,笛子,B2-16-1-2.mp3,144.04,145.4,笛子,3
B2L16-1-16,其中,B2-16-1-2.mp3,156.45,157.99,其中,1
B2L16-1-17,風俗,B2-16-1-2.mp3,168.99,170.51,風俗,1
B2L16-1-18,亞洲,B2-16-1-2.mp3,181.9,183.34,亞洲,1
B2L16-1-19,歐洲,B2-16-1-2.mp3,186.56,188.17,歐洲,1
B2L16-1-20,非洲,B2-16-1-2.mp3,191.46,193.04,非洲,1
B2L16-1-21,美洲,B2-16-1-2.mp3,193.96,195.63,美洲,1
B2L16-1-22,大洋洲,B2-16-1-2.mp3,196.52,198.27,大洋洲,1
B2L16-1-23,交流,B2-16-1-2.mp3,201.6,203.31,交流,1
B2L16-1-24,家庭,B2-16-1-2.mp3,215.12,216.7,家庭,1
B2L16-1-25,半天,B2-16-1-2.mp3,226.06,227.64,半天,1
B2L16-1-26,地點,B2-16-1-2.mp3,238.34,239.86,地點,1
B2L16-1-27,禮堂,B2-16-1-2.mp3,243.18,244.82,禮堂,1
B2L16-1-28,堂,B2-16-1-2.mp3,245.73,247.09,堂,1
B2L16-1-29,會場,B2-16-1-2.mp3,258.46,260.12,會場,1
B2L16-1-30,報名,B2-16-1-2.mp3,269.42,271.08,報名,1
B2L16-1-31,世界文化日,B2-16-1-2.mp3,284.4,286.83,世界文化日,1
B2L16-1-32,納豆,B2-16-1-2.mp3,289.63,291.03,納豆,1
B2L16-1-33,得很,B2-16-1-2.mp3,296.47,297.85,得很,1
B2L16-2-01,邀請,B2-16-2-2.mp3,4.25,6.02,邀請,1
B2L16-2-02,安排,B2-16-2-2.mp3,17.49,19.16,安排,1
B2L16-2-03,東北,B2-16-2-2.mp3,28.84,30.46,東北,1
B2L16-2-04,西北,B2-16-2-2.mp3,31.42,33.31,西北,1
B2L16-2-05,東南,B2-16-2-2.mp3,34.38,36.22,東南,1
B2L16-2-06,西南,B2-16-2-2.mp3,37.16,39.02,西南,1
B2L16-2-07,鬆餅,B2-16-2-2.mp3,48.86,50.74,鬆餅,1
B2L16-2-08,影片,B2-16-2-2.mp3,53.69,55.25,影片,1
B2L16-2-09,許多,B2-16-2-2.mp3,63.37,65.31,許多,1
B2L16-2-10,校長,B2-16-2-2.mp3,76.05,77.73,校長,1
B2L16-2-11,親自,B2-16-2-2.mp3,80.69,82.21,親自,2
B2L16-2-12,當中,B2-16-2-2.mp3,93.79,95.5,當中,3
B2L16-2-13,拍,B2-16-2-2.mp3,106.33,107.65,拍,3
B2L16-2-14,葡萄,B2-16-2-2.mp3,117.41,119.04,葡萄,1
B2L16-2-15,活潑,B2-16-2-2.mp3,122.27,123.94,活潑,1
B2L16-2-16,大方,B2-16-2-2.mp3,134.94,136.46,大方,1
B2L16-2-17,笑話,B2-16-2-2.mp3,155.62,157.01,笑話,1
B2L16-2-18,微笑,B2-16-2-2.mp3,166.47,167.89,微笑,1
B2L16-2-19,地區,B2-16-2-2.mp3,178.11,179.61,地區,1
B2L16-2-20,只有,B2-16-2-2.mp3,188.19,190.13,只有,1
B2L16-2-21,觀察,B3-14-1-2.mp3,292.67,294.41,觀察,1
B2L16-2-22,批評,B3-12-1-2.mp3,141.83,143.62,批評,5
B2L16-2-23,披薩,B2-16-2-2.mp3,204.32,205.67,披薩,1
B2L16-2-24,五大洲,B2-16-2-2.mp3,208.42,210.31,五大洲,1
B2L16-2-25,中美洲,B2-16-2-2.mp3,213.38,215.09,中美洲,1
B2L16-2-26,拍手叫好,B2-16-2-2.mp3,220.36,222.32,拍手叫好,1
B3L01-1-01,夢想,B3-01-1-2.mp3,4.39,6.18,夢想,1
B3L01-1-02,夢,B3-01-1-2.mp3,14.91,15.89,夢,1
B3L01-1-03,明星,B3-01-1-2.mp3,22.79,24.41,明星,1
B3L01-1-04,演戲,B3-01-1-2.mp3,27.63,29.25,演戲,1
B3L01-1-05,演,B3-01-1-2.mp3,40.03,41.37,演,1
B3L01-1-06,戲,B3-01-1-2.mp3,42.39,43.53,戲,1
B3L01-1-07,戲迷,B3-01-1-2.mp3,46.59,48.33,戲迷,1
B3L01-1-08,簽名,B3-01-1-2.mp3,60.53,62.24,簽名,1
